firstName,middleName,lastName,suffix,aliasFirstName,aliasMiddleName,aliasLastName,aliasSuffix,dob,pobCountry,pobState,pobCity,pobCounty,sex,race,ssn,hairColor,eyeColor,height,weight,street1,street2,city,state,postalCode,country,homeTelephone,businessTelephone,mobileTelephone,pagerTelephone,faxTelephone,email,citizenship,naturalizationDate,passportCountry,passportNumber,passportType,visaNumber,visaType,visaClassOfAdmissionClassificationCode,birthAbroadCertificationId,certificateOfCitizenshipNumber,alienNumber,i94ArrivalDepartureFormNumber,certificateOfNaturalizationNumber,ds1350CertificationOfBirthAbroad,citizenshipCertificateId,admissionId,employerName,employerStreet1,employerStreet2,employerCity,employerState,employerPostalCode,employerCountry,employerEmail,employerTelephone,employerPOC,caseProgram,caseSubprogram,airportCode,fingerprintFileName,fingerprintCaseNumber,badgeId,badgeIssueDate,badgeExpirationDate,badgeAirportCode,badgeLocalType,badgeArea,badgeAccessSIDA,badgeAccessSterileArea,badgeAccessAOA,badgeAccessSecured,badgeAccessPublicArea,badgeAccessRT,badgeStatus,badgeChangeReason 
LOYD,,WILKINSON,III,ROYCE,,DYL,V,09/27/1944,USA,SC,Manteca,,U,W,234076620,RED,GRN,50,1023,1993 TALBERT WAY,ROOM 252,Newark,MD,57161-7374,SJM,(513)4949035,609-766-5038,793-247-7826,(628)3204736,(204)4886163,LOYD.WILKINSON@JMSD.NET,USA,,USA,6299022556,D,7MI7X05,K-4,0E4H4MU6T6,KUWF54FLXS,GDX8CTXB,,,7SD17P3GG,XEVX32,EZ2QEGPOM5,62VPQ1GI,Atlas Copco,3676 WESTOVER,SUITE 376,Tempe,SD,33705-4825,GUM,JAKE ANTONOPOULOS@Atlas Copco.GOV,2407206277,JAKE ANTONOPOULOS,AW,FPO,XDX,LOYD_WILKINSON_Y5ULQB.eft,,5QXEK,04/27/2006,04/27/2007,LBM,Yellow,Food Court,True,True,True,False,True,True,S,Employer Direction
FLAVIA,MARGRET,SETTLE,,LEONIE,BURMA,SHOGREN,,02/27/1946,USA,MI,St. Charles,,F,B,514287957,BLN,BLU,27,1285,1276 CONIFER,,Orem,LA,86124-9086,BOL,(351)6109751,(431)3626243,287-215-7340,(503)4865527,6667464111,FLAVIA.SETTLE@CLZM.CO.UK,VNM,,USA,5073286344,P,,,VK8FSLJS0P,,,A545723207,55043744730,,,,,Tencent Holdings,996 PRESTON,SUITE 208,Jackson,PA,43483,LBN,SCOTTIE HARNOIS@Tencent Holdings.EDU,(383)7765489,SCOTTIE HARNOIS,ACP,FPO,PCA,FLAVIA_SETTLE_FXNNF4.eft,,KPDBN,05/23/2002,05/23/2003,ZEI,Yellow,Food Court,True,False,True,False,False,True,NI,Hiring Decision
BRANDEN,,WANBERG,IV,DANNIE,CLAUDE,COOGAN,II,06/23/1994,ATA,,,,U,A,322672865,GRN,GRN,63,247,6821 KENTMERE,OFFICE # 187,Lauderdale Lakes,MT,55464,RUS,(300)2189316,5184357038,923-493-5087,9504472737,(499)4327610,BRANDEN.WANBERG@HOGV.ORG,USA,09/22/2006,USA,4573736271,P,,,7RMNQXVA1L,,,,,,,,,Corporate Express,1805 WINCHESTER HIGHWAY,OFFICE 406,Oakdale,AR,68716-6667,AUS,STAN FERRINGO@Corporate Express.ORG,2799684176,STAN FERRINGO,ACP,FPO,IAN,BRANDEN_WANBERG_DGB3BN.eft,,WYXMC,07/21/2010,07/21/2011,WKN,Black,Tarmac,False,True,True,True,True,False,P,
ELBERT,,ZODA,III,TOD,,SNELLENBERGER,SR,02/25/1923,USA,TN,Bellevue,,U,I,497533095,RED,BRO,62,792,7475 ELLENAN HWY,ROOM # 92,Thornton,IA,40276-6502,GRC,250-887-8630,6299070357,2096680721,4007746763,2486879042,ELBERT.ZODA@FBHS.COM,USA,03/21/1935,USA,5229997178,D,,,OIHM7UL738,,,,,,,,,ABB,9356 WHISPERWOOD WAY,APARTMENT 219,Lakewood,SC,28233,GRL,LINDSAY KNATT@ABB.COM,7802199094,LINDSAY KNATT,ACP,FPO,CWA,ELBERT_ZODA_JCZYVS.eft,,8H7N2,06/27/2001,06/27/2002,BKB,Red,Ticketting,False,False,True,False,True,False,S,Employer Direction
JOHNIE,EMORY,BUSCHE,,LYMAN,NICHOLAS,CIDRE,,04/22/1962,USA,MS,Oro Valley,,M,I,408041441,XXX,MAR,98,1203,8226 ADAMS PL,,Northbrook,MS,59334,COM,2986969912,7505901666,3658809441,(293)3338267,5228703071,JOHNIE.BUSCHE1962@DAIL.EDU,USA,,USA,2731375557,D,JVJEMRL,T53,SKW16Y924T,QKTIO1DDTL,AHDBGBLY,,,WLL3GBW6Q,DTACL9,EKB37EETC5,T50MDQRG,General Mills,4961 RIVER RIDGE PL,OFFICE # 107,Farmington,NE,79164,KEN,FERNANDO FINSETH@General Mills.COM,533-921-6144,FERNANDO FINSETH,ACP,FPO,BRW,JOHNIE_BUSCHE_GGB66G.eft,,2TI5E,11/24/2010,11/24/2011,EPN,Contractor,Terminal 1,False,False,False,False,True,True,S,Employer Direction
CHASE,,AREBELA,,HOSEA,JESSE,MELING,SR,05/22/2003,USA,OK,Upper Arlington,Danville county,M,A,448907804,BRY,BLK,82,1089,7913 STANTON BLVD,APARTMENT # 12,Key West,NV,72255,BFA,(383)4287103,2187635011,3762149736,409-915-3684,6604233216,CHASE.AREBELA@NTXN.COM,USA,02/26/2004,USA,6932477862,P,,,60Q2KE8EIM,,,,,,,,,Ansett Australia,1660 ESCONDIDO CANYON,APARTMENT # 70,Newark,CA,39994,MYT,CARY MASSENGALE@Ansett Australia.ORG,(315)3473850,CARY MASSENGALE,AW,FPO,YHZ,CHASE_AREBELA_VZ78OI.eft,,,,,,,,,,,,,,,
BEATA,,HAJEK,,STELLA,YOSHIE,BRUNGARDT,,11/23/1910,USA,LA,Kentwood,Huntington Beach county,F,U,552227371,XXX,MAR,46,1021,2368 BROWNSTONE,,Beverly Hills,NC,55290-9017,SLE,547-922-9407,(521)9273636,(675)9072412,242-324-9575,4183334503,BEATA.HAJEK@HOER.CO.UK,USA,,USA,8299272395,D,,,OWS9IOE59R,,,,,,,,,Rockwell Automation,9201 MISTY CREEK,,Port Chester,WV,70041,COD,LEVI KUDO@Rockwell Automation.GOV,8425782592,LEVI KUDO,ACP,FPO,YGX,BEATA_HAJEK_R6DI44.eft,,,,,,,,,,,,,,,
MYRON,,ESCOVEDO,,GERRY,TODD,LOHRY,,07/22/1933,USA,ND,West Covina,,U,A,533758283,XXX,HAZ,104,99,2856 HACIENDA,APT 400,Albany,KS,63657-2099,GMB,634-692-4708,4123876093,708-745-9809,(926)2814603,(247)5536740,MYRON.ESCOVEDO@DNJB.COM,NZL,,USA,9201998676,M,,,ZHIITI6O1M,,,A653534834,45094992808,,,,,Olympic Airways,8247 TUBMAN BLVD,APARTMENT # 145,Rocklin,OR,66732-4894,PRY,YONG DOMINICUS@Olympic Airways.EDU,803-782-4468,YONG DOMINICUS,ACP,FPO,PAK,MYRON_ESCOVEDO_Z0KOTM.eft,,,,,,,,,,,,,,,
SHON,,TATTERSHALL,,EFREN,RUBIN,HORKA,,07/23/1959,USA,WY,Binghamton,,U,A,396269341,BRY,GRN,28,273,5450 CASABLANCA ROAD,,Berwyn,MD,88683-4568,CMR,822-342-3327,6119935384,875-766-7275,(874)6592287,3409936778,SHON.TATTERSHALL@RJTJ.GOV,USA,,BTN,7009031682,M,S9KQHF7,C53,9IGHNN4Y7U,SDXNMWE43O,OHU3PFRK,,,Y40VEA481,BNZU91,YZKG1DKRFY,K362KBPC,Ecolab,4536 STARFLOWER ROAD,ROOM # 55,Wheaton,MT,34177-7586,QAT,LEIF OKAJIMA@Ecolab.EDU,871-650-5090,LEIF OKAJIMA,ACP,FPO,QWF,SHON_TATTERSHALL_ERPIA7.eft,,,,,,,,,,,,,,,
DALLAS,LAMONICA,WALPER,,DALILA,KATRINA,HOINESS,,09/21/1909,FLK,,,,F,B,357225383,BRY,BRO,36,1176,3763 CITATION RD,OFFICE # 457,Racine,ID,30848-5939,SVK,4278968182,746-395-2104,(911)9115147,551-512-6686,(200)8190361,DALLAS.WALPER1909@PDMZ.NET,DJI,,USA,9207460796,D,,,YBK6HMRUB2,,,A370431880,80428237490,,,,,Fresenius Medical Care,3404 EASY,ROOM # 40,Alexandria,WV,33729,KWT,MODESTO LOWMAN@Fresenius Medical Care.GOV,269-725-2037,MODESTO LOWMAN,AW,FPO,TAL,DALLAS_WALPER_JI4JUW.eft,,LNCT3,03/24/2010,03/24/2011,NCY,Black,Concourse B,False,True,True,False,True,False,P,
WILLIAMS,KENTON,BACHELOR,VIII,MIGUEL,,VAUDREUIL,VI,05/23/1940,PRY,,,,U,I,651151446,BLN,PNK,61,967,7761 LANGSTON,,Murray,NV,57242-6986,KNA,3994043977,798-828-5887,3526344686,353-326-4397,(854)2238657,WILLIAMS.BACHELOR@PRKQ.EDU,USA,,USA,2765077643,P,,,CJDT5VE65K,,,,,,,,,Anheuser-Busch InBev,9241 INMAN PARK BOULEVARD,ROOM 174,La Mesa,CT,49671-3059,SLB,ALAN HENWOOD@Anheuser-Busch InBev.EDU,(281)9544462,ALAN HENWOOD,AW,FPO,STC,WILLIAMS_BACHELOR_VIGG7S.eft,,5EB7F,08/24/2000,08/24/2001,RDV,Blue,Baggage Handling,True,True,True,True,True,False,S,Employer Direction
NELIDA,,HANNEKEN,,VICKIE,WEI,VAZQUES,,09/22/1955,USA,VT,Winter Haven,Monterey Park county,F,B,513928703,ONG,MUL,101,549,8126 ELMHURST,OFFICE # 278,Thornton,OR,46223,KOR,(474)3393621,(356)7141113,(592)9962216,(402)4215685,806-930-9984,NELIDA.HANNEKEN@DLCB.CO.UK,SMR,,USA,8768260652,P,,,BW24C5MU8V,,,A531339442,46728152373,,,,,Kone,330 VERLAINE HWY,,Fairfield,FL,53668,LBY,CHAS HARNES@Kone.GOV,(479)7812673,CHAS HARNES,AW,FPO,SCE,NELIDA_HANNEKEN_QOIPFZ.eft,,WSGN9,04/26/2003,04/26/2004,IFO,Yellow,Ticketting,True,True,True,True,True,False,R,Resignation
MOSES,JUDE,HUIE,VII,QUENTIN,,ELTZROTH,,02/25/1980,USA,KY,Haverhill,North Chicago county,M,A,304490236,XXX,PNK,104,656,4796 KATHLEEN ELIZABETH HIGHWAY,,Hackensack,AL,43105,GMB,(610)7843461,5239811866,9259516844,739-696-6566,(759)8841710,MOSES.HUIE@HDSX.CO.UK,USA,10/27/2008,USA,3009671987,P,SZB59L1,IR-3,ERIWV1RCIR,7YYO4HFRQK,MBLSFBUI,,,G76VU94L8,D0J0XQ,OCL83R1FWD,Z45AN5GL,Danaher,3946 ALIANO STREET,APT # 87,Concord,OH,74153-7102,TGO,WES SEARFOSS@Danaher.ORG,287-417-8616,WES SEARFOSS,ACP,FPO,YFX,MOSES_HUIE_95R06G.eft,,VUNZH,10/27/2004,10/27/2005,ERA,Yellow,Terminal 1,True,True,False,False,True,True,P,
JACK,,LAMPHEAR,,MITCH,,PAULING,,07/21/1980,USA,TX,Janesville,,M,A,362517619,BLU,PNK,59,351,6538 CLOVERKNOLL HWY,,Wauwatosa,PA,31444-6184,ARE,3819379849,3337795970,914-890-7299,(440)6007576,6728189499,JACK.LAMPHEAR1980@XSOL.ORG,SLB,,USA,4869075376,M,,,K4S1TALDDO,,,A464652932,85942969285,,,,,Kao,7297 HOWE,,Normal,DE,62274,HKG,COLLIN LARASON@Kao.ORG,9495549837,COLLIN LARASON,GA,MDW-FP,UNK,,,,,,,,,,,,,,,,
WELDON,,TRAGESER,JR,RUBEN,,BROTZMAN,,09/27/1971,THA,,,,M,B,342718182,BRO,MAR,70,296,5755 SKYRIDGE ST,,Wichita,WA,25027,BLZ,925-685-4891,262-836-2267,(359)5137448,2535387772,483-516-3989,WELDON.TRAGESER@CDDJ.NET,SDN,,USA,8776540713,M,,,TJ05H4FISA,,,A486361601,98884678223,,,,,Estee Lauder Cos,3967 MIMOSA PL,OFFICE 499,Apopka,RI,26228-4914,AUT,GALEN LLAMAS@Estee Lauder Cos.ORG,(403)6120032,GALEN LLAMAS,ACP,FPO,YWB,WELDON_TRAGESER_1VM2HY.eft,,UB782,07/23/2006,07/23/2007,BXF,Security,Baggage Handling,True,False,True,False,True,False,NI,Hiring Decision
SUMMER,,EWOLDT,,DEE,,STRIMEL,,02/25/1930,USA,MA,Bellevue,,F,B,548614711,WHI,BLU,97,1004,2136 ALTAMONT HIGHWAY,,Elk Grove,OR,62794,PRT,(758)5630267,5889259516,3308870886,(898)7906818,8752983800,SUMMER.EWOLDT1930@ATTS.EDU,USA,07/22/1943,SWE,6723101350,D,LXMWIIV,SD-1,Z6MM8FFZZ1,GZFRE5LQ7M,FJ42FL5P,,,1K801NCOM,BL580L,O78VN6RLZH,ED4V61W7,The Illuminati,2954 STERLING OAKS PL,,Hinesville,TN,84143-7395,MAR,LOYD ERGER@The Illuminati.ORG,(377)9726531,LOYD ERGER,ACP,FPO,YOO,SUMMER_EWOLDT_ZG10NR.eft,,ET9E7,09/25/2008,09/25/2009,NLL,Red,Tarmac,False,False,False,True,False,True,S,Employer Direction
CLAUDE,LUCIEN,CHRISTESEN,V,CURTIS,BROOKS,AUYER,V,11/21/1900,USA,NE,Belleville,Santa Barbara county,U,A,427401229,RED,BLK,82,1008,578 OLD GREY RD,,Blue Springs,NM,70460,MDG,850-481-6050,9027729944,(862)3529122,8006069458,608-395-6944,CLAUDE.CHRISTESEN1900@PUHT.GOV,TKM,,USA,2922582709,P,,,VYQVKTZ9ON,,,A258416555,32158011605,,,,,L'Oreal,9808 MILLAY ROAD,APT # 322,Aurora,AZ,35289-9814,EST,MAC NEINER@L'Oreal.CO.UK,5537712760,MAC NEINER,GA,PCS-FP,STS,,,,,,,,,,,,,,,,
DION,,MELIA,,ANTONIO,RAYMUNDO,POKOJ,,03/26/1923,USA,IN,Charlotte,,U,U,650161192,GRN,GRN,43,304,1919 ASHBURN RUN ST,SUITE 441,Bowling Green,WV,87484,TLS,331-755-8524,(770)6104786,8865049407,593-651-6751,4756513076,DION.MELIA@FMKP.NET,USA,,USA,9267787389,M,IR6FRAR,IR-4,RFDTCOOON9,AYSAR8BUJZ,FEBAU82H,,,5HVF1AST8,1M3B0B,1BD56698TB,LORDGNIU,Air Products & Chemicals,9750 ERIE RD,,Hempstead,OK,86367-5535,SYR,HASSAN MCCANTS@Air Products & Chemicals.NET,7712334677,HASSAN MCCANTS,ACP,FPO,KWK,DION_MELIA_P3954K.eft,,6W46A,04/25/2004,04/25/2005,DHV,Blue,Terminal 2,True,False,False,False,False,False,A,
ELIAS,,BELLS,II,BILLY,,NABARRO,IV,07/23/1979,USA,ME,Carmel,,M,A,499050230,PNK,BLU,30,1183,7377 MARQUIS,,Salt Lake,MD,78677,YEM,298-981-4408,(546)7241992,(533)7057651,918-921-7432,(711)7776674,ELIAS.BELLS1979@EZBO.EDU,USA,,USA,7037047871,D,,,C8IUP35X4L,,,,,,,,,Terumo,6997 SUNRISE VIEW,APT # 370,Victorville,KY,72527,KWT,ANTHONY GATCH@Terumo.ORG,504-293-3125,ANTHONY GATCH,ACP,FPO,YCS,ELIAS_BELLS_6IG4SB.eft,,HM1HH,04/27/2002,04/27/2003,ZQN,Yellow,Concourse B,True,False,False,True,False,False,P,
VICTOR,,ESQUIVEZ,V,NOLAN,,BEAUDION,,04/27/1999,USA,NE,Twentynine Palms,Sammamish county,U,I,381713501,WHI,HAZ,94,849,7392 GOOD HOPE,ROOM # 374,Rockford,WA,31942-8617,IOT,485-744-2770,4406347074,(555)7764806,(824)4333389,598-367-2066,VICTOR.ESQUIVEZ1999@JICB.GOV,USA,,ARE,6614353873,D,KWV8VMV,V-3,9BXZ6Z07BB,ZJROQME5EZ,CM2WA4Q6,,,99TQ45LC5,QEPT21,G7KNQ6PPLF,T498RHUG,Stryker,6542 DOUGLASS PLACE,,Boise,DE,77786,EST,PAT MELLING@Stryker.COM,(641)5755040,PAT MELLING,ACP,FPO,YQQ,VICTOR_ESQUIVEZ_DN1NJT.eft,,0FQIR,03/21/2007,03/21/2008,JLB,Security,Terminal 1,True,False,False,False,False,False,P,
CECILA,,BOCCANFUSO,,HELLEN,,TRUMPER,,05/25/1947,USA,FL,Lansing,Killeen county,F,B,289431905,WHI,BLU,24,381,4634 SUNNYCREST BOULEVARD,,Green Bay,ME,33518-7107,ARG,7809551450,4697687147,(763)7366470,(495)9032788,(670)2275817,CECILA.BOCCANFUSO1947@KSDG.NET,USA,,SWZ,6648112108,M,CLK9UGU,U-3,0DWGI3SFMP,2G9GWZEXLZ,M7C7NYPV,,,SBYL9BMZ6,FICENE,4A5F68GTVZ,TQIO5I0L,Express Jet,9452 41ST HWY,,Andover,TN,42309-5380,BHS,AMADO KINT@Express Jet.ORG,(597)7878264,AMADO KINT,ACP,FPO,XEK,CECILA_BOCCANFUSO_IKHOPJ.eft,,,,,,,,,,,,,,,
LUTHER,DEWAYNE,KNOTH,SR,JOHNIE,ROSCOE,STUCKERT,VI,08/23/1959,USA,WY,Union,,U,I,208190881,GRN,BLU,32,864,9806 NOBLETREE,,Pittsburg,TN,64396-5821,CZE,660-389-8522,(832)2644261,(776)7084426,(486)6593155,(416)3538954,LUTHER.KNOTH@DJHU.NET,LTU,,USA,7615596887,P,,,L3W16CAXRO,,,A496695365,41328251475,,,,,Dragonair,5108 TURIN,APARTMENT # 387,Jacksonville,KS,44234,MLT,BURT SOWASH@Dragonair.CO.UK,375-849-9035,BURT SOWASH,AW,FPO,XEJ,LUTHER_KNOTH_WEWJO6.eft,,DRHX8,08/27/2010,08/27/2011,MQS,Red,Terminal 1,False,False,False,False,True,True,NI,Hiring Decision
DARNELL,KELLY,PINCKNEY,,CHRISTOPER,,LUOTO,VII,02/23/1990,USA,VT,Monroe,,U,U,223460401,BLU,XXX,40,126,3666 SUMMIT KNOLL PLACE,,Huntington Park,AL,53692-9077,JOR,712-652-4895,(500)4405993,829-420-8402,4973383829,2739738847,DARNELL.PINCKNEY1990@FSYF.CO.UK,USA,,USA,4018385693,D,ZX44V5Y,SJ-2,BCABDF0JE7,TC3MCL0NWI,69W1TZAK,,,4FSXQYGTL,DZXQUP,0G3JQ2XW5W,R4HKVD9K,Kao,4351 CARWILE,OFFICE # 319,Greenacres,LA,46933,HND,DARWIN PRIVOTT@Kao.NET,(945)5830719,DARWIN PRIVOTT,GA,PCS-PFP,PIT,,FAKE335123,,,,,,,,,,,,,,
MANUAL,,FEROZ,,TERRENCE,HANK,LEEVER,,05/22/1990,USA,ND,Oro Valley,Ocala county,U,W,482518768,PLE,BLU,84,457,2571 PANDORA HIGHWAY,SUITE # 261,Cedar Hill,OH,39905,CCK,571-747-4709,3942983898,334-319-2122,(554)7912219,3208687946,MANUAL.FEROZ@PNNT.COM,SUR,,USA,5609460321,P,,,2XK37HBB28,,,A527354881,67143023731,,,,,Midwest Airlines,9678 ANNENBERG WAY,APT # 118,Conway,CA,46295-5356,SYC,DOYLE LOIA@Midwest Airlines.EDU,6247844693,DOYLE LOIA,ACP,FPO,SCC,MANUAL_FEROZ_I7IPWY.eft,,W1OW7,10/26/2002,10/26/2003,NTW,Contractor,Ticketting,True,True,True,False,False,False,P,
MICHAEL,,TARRANCE,,ISMAEL,LOWELL,FAHRLANDER,,11/27/1984,USA,WY,Boise,Kissimmee county,M,W,241568657,RED,XXX,31,508,7495 GINGHAMSBURG STREET,,Winter Park,WY,52303,CAN,(611)4120192,743-316-2568,(448)6071661,8875070713,4375699016,MICHAEL.TARRANCE1984@NDFT.COM,USA,,USA,2066119081,D,,,TEHBE0U9IX,,,,,,,,,Dragonair,5959 36TH HWY,,Garfield,MO,56569-9602,DJI,ALPHONSE KARELLA@Dragonair.EDU,879-997-8623,ALPHONSE KARELLA,AW,FPO,VIS,MICHAEL_TARRANCE_PWBO49.eft,,BE7P0,02/26/2005,02/26/2006,LPE,Blue,Concourse A,False,True,False,False,True,True,I,Leave of Absence
MARIA,BRYNN,NOWZARI,,ROWENA,,YUN,III,04/27/1993,HRV,,,,F,B,534628339,WHI,BRO,70,115,9601 POPE BOULEVARD,SUITE 275,Las Cruces,OH,24360-9536,ETH,418-927-7504,889-510-2637,(471)4838903,(754)8627356,962-304-3940,MARIA.NOWZARI1993@QKFU.EDU,BFA,,BMU,7521527327,P,73Q4GWJ,SG-1,T1L1AP423C,6DE01DHZ7N,ZWSDO6LH,A257995384,98346063621,35J61FGCT,SDNRRW,QCTM35VKRO,HSQDO0S0,Atlas Copco,7900 COLECROFT,ROOM 298,Valley Stream,GA,22316,EST,ALPHONSE SCARFO@Atlas Copco.ORG,228-526-2533,ALPHONSE SCARFO,ACP,FPO,BLI,MARIA_NOWZARI_WMTORG.eft,,C22MI,02/27/2009,02/27/2010,UTV,Blue,Baggage Handling,False,False,True,True,True,False,P,
KATHARYN,,DUCHANE,,GOLDA,FAY,RADMACHER,,06/24/1965,USA,MT,Charlotte,Marlborough county,F,A,439894939,WHI,GRN,97,232,878 RIDGE,,Lake Jackson,NV,95362-6458,STP,672-477-7480,8008581922,347-390-8606,6102071332,(910)6678514,KATHARYN.DUCHANE1965@GHJQ.GOV,USA,07/24/1988,USA,7828133023,P,,,TD20MYY2K5,,,,,,,,,Rockwell Automation,4729 WESTBORO,APARTMENT 31,Normal,MA,22239-3367,BRN,JIMMIE PIONTEK@Rockwell Automation.NET,797-798-6663,JIMMIE PIONTEK,AW,FPO,DEC,KATHARYN_DUCHANE_E0T5F3.eft,,0S3GI,05/26/2002,05/26/2003,LYB,Security,Terminal 1,False,True,False,True,True,True,NI,Hiring Decision
ARMAND,,TIMENEZ,,GRANT,BERNARD,STARNS,,10/25/1910,USA,WA,North Lauderdale,,M,U,392714854,BRY,MAR,101,1205,3307 LEXINGTON,OFFICE 228,Simi Valley,RI,67873,ATG,980-793-3672,(614)9601125,476-674-6821,7672025938,(404)9974899,ARMAND.TIMENEZ@HPVL.COM,USA,,BHS,8913363577,M,V3ETGUA,EW5,XZN4Y12RE3,6J00WR9VJM,X1AEB5QH,,,VE7UC97TM,H0C1Z5,3UPK4E3DBP,3EVKFFE7,Citrix Systems,5762 LOST MOCCASIN PL,OFFICE 102,Barberton,NJ,62265,NPL,ROSENDO DEBERRY@Citrix Systems.COM,778-732-2004,ROSENDO DEBERRY,AW,FPO,XDZ,ARMAND_TIMENEZ_TGYIGL.eft,,56QY5,09/23/2010,09/23/2011,YGK,Yellow,Terminal 1,True,True,True,False,False,True,R,Returned
CRISTOPHER,ADAN,MALANDRINO,III,GREGORY,GIOVANNI,GOTTER,,10/27/1972,USA,MN,University,Stow county,M,B,548414085,PNK,MAR,82,312,775 STANTON STREET,ROOM 269,Lake Charles,LA,94169-4073,CUB,730-520-7692,880-230-8827,4979469810,931-463-6041,(261)4621811,CRISTOPHER.MALANDRINO@VLQI.COM,USA,02/21/2006,USA,3300681645,D,,,24SL5WDTOC,,,,,,,,,Popeye's,6064 BUELLA VISTA,,Riviera Beach,IL,52356-9408,MDG,REINALDO LEVENDOSKY@Popeye's.NET,797-957-2274,REINALDO LEVENDOSKY,AW,FPO,ZKE,CRISTOPHER_MALANDRINO_WBE1XJ.eft,,GSXDK,06/21/2005,06/21/2006,PHY,Blue,Terminal 1,False,True,True,False,False,False,P,
EBONIE,,JANEIRO,II,FANNIE,CHEREE,FURTON,,06/26/1956,ITA,,,,F,U,378875641,BRY,HAZ,37,999,607 HAVEN CREST ROAD,ROOM # 408,Cleveland,NC,88925,BEL,955-368-6470,384-357-4279,6908599055,(458)8987527,4228170183,EBONIE.JANEIRO1956@YBJD.CO.UK,CHE,,USA,8133590492,P,,,7WUME5XA8T,,,A623335332,99731034488,,,,,NetApp,8775 15TH BLVD,,La Puente,MT,82614,NGA,ERWIN UHLENKOTT@NetApp.EDU,(617)6097540,ERWIN UHLENKOTT,GA,DCM-PFP,ZPB,,FAKE540679,,,,,,,,,,,,,,
IONA,,HOVICK,V,DARIA,ALIA,DUBS,V,09/23/1962,MKD,,,,F,A,425527337,SDY,BLU,88,1385,3151 LINDERO CANYON PL,,Eugene,MA,73833-2722,NZL,694-684-3708,5418021753,2604916256,5798484060,(631)2688642,IONA.HOVICK1962@YZJF.NET,USA,,USA,3919424925,D,,,O9H5PLYN9A,,,,,,,,,Precision Castparts,216 WADE PL,,Green Bay,FL,75474,LIE,RAYMON HYPPOLITE@Precision Castparts.GOV,360-249-4357,RAYMON HYPPOLITE,ACP,FPO,XIF,IONA_HOVICK_GR2TTV.eft,,H0NKV,05/25/2004,05/25/2005,BTT,Contractor,Concourse B,False,False,False,False,False,False,P,
